Breed,Disease,Disorder,Recommended Recipes
neapolitan mastiff,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
neapolitan mastiff,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
neapolitan mastiff,Fold dermatitis/pyoderma,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
newfoundland,Dilated cardiomyopathy,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
newfoundland,Subaortic stenosis,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
newfoundland,Tricuspid valve dysplasia,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
newfoundland,Ventricular septal defect (VSD),Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
newfoundland,Urolithiasis (stones),Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
newfoundland,Hypothyroidism,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
newfoundland,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
newfoundland,Ectropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
newfoundland,Entropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
newfoundland,"Exposure keratopathy syndrome (exophthalmos, lagophthalmos, and/or macroblepharon)",Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
newfoundland,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
newfoundland,"Third eyelid (nictitating membrane) abnormalities - ""cherry eye""",Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
newfoundland,Pemphigus,Inherited immune disorders,"k/d kidney care wet dog food original can, k/d dog food, small & mini breed adult dog mousse with chicken"
newfoundland,Elbow dysplasia - OCD of the elbow,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
newfoundland,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
newfoundland,Pemphigus,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
norfolk terrier,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norfolk terrier,Optic nerve hypoplasia and micropapilla,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norfolk terrier,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwegian elkhound,Disorders of sexual development - sexual reversal,Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
norwegian elkhound,Familial kidney disease,Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
norwegian elkhound,Fanconi syndrome,Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
norwegian elkhound,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwegian elkhound,Entropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwegian elkhound,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwegian elkhound,Glaucoma,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwegian elkhound,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwegian elkhound,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
norwegian elkhound,Osteochondrodysplasia - skeletal dwarfism,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
norwich terrier,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwich terrier,Corneal dystrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
norwich terrier,Atopy,Inherited immune disorders,"k/d kidney care wet dog food original can, k/d dog food, small & mini breed adult dog mousse with chicken"
norwich terrier,Scotty cramp,Inherited nervous system disorders,"b/d brain ageing care dry dog food with chicken bag, puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken"
norwich terrier,Atopy,Inherited skin disorders,"adult large breed dry dog food with lamb & rice, medium mature adult 7+ dog food with chicken dry bag, d/d food sensitivities dry dog food with duck & rice bag"
nova scotia duck tolling retriever,Hypoadrenocorticism (Addison's disease),Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
nova scotia duck tolling retriever,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
nova scotia duck tolling retriever,Persistent pupillary membranes (PPM),Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
nova scotia duck tolling retriever,Corneal dystrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
nova scotia duck tolling retriever,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
nova scotia duck tolling retriever,Hip dysplasia,Inherited musculoskeletal disorders,"adult large breed dry dog food with lamb & rice, adult large breed dry dog food with chicken, healthy weight dog treats"
old english sheepdog,Hemophilia,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
old english sheepdog,Immune-mediated hemolytic anemia (IMHA),Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
old english sheepdog,Immune-mediated thrombocytopenia,Inherited blood disorders,"l/d wet dog food original, u/d dry dog food original, l/d dry dog food original"
old english sheepdog,Atrial septal defect (ASD),Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
old english sheepdog,Dilated cardiomyopathy,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
old english sheepdog,Tricuspid valve dysplasia,Inherited cardiovascular disorders,"medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food, j/d wet dog food with chicken"
old english sheepdog,"Cryptorchidism, retained testicle",Inherited disorders of the urinary and reproductive systems,"k/d kidney care wet dog food original can, medium mature adult 7+ dog food with chicken dry bag, mature adult medium dog food"
old english sheepdog,Diabetes mellitus,Inherited endocrine disorders,"light adult wet dog food with chicken, light adult large breed dry dog food with chicken, adult wet dog food with turkey"
old english sheepdog,Cataracts,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
old english sheepdog,Entropion,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
old english sheepdog,Microphthalmia; ocular dysgenesis,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
old english sheepdog,Retinal dysplasia,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
old english sheepdog,Progressive retinal atrophy,Inherited eye disorders,"puppy medium breed dry dog food with lamb & rice, puppy large breed dry dog food with chicken, multi-benefit puppy wet food"
